-0.245225,0
-0.960369,-1.7191
-1.7191,-2.94994
-1.7191,-2.94994
-1.94731,-1.06208
-1.06208,-0.184819
-0.184819,1.6636
1.6636,1.78066
1.6636,1.78066
1.6636,1.78066
0.661965,-2.20328
0.661965,-2.20328
1.0906,-0.460596
-0.460596,-0.917666
-0.460596,-0.917666
1.38355,1.01799
1.38355,1.01799
-0.521231,-1.57108
-0.521231,-1.57108
-0.521231,-1.57108
0.555239,0.809789
0.809789,0.474624
0.474624,-0.203691
-0.203691,-0.551841
-0.551841,-2.47611
-0.551841,-2.47611
-0.551841,-2.47611
-0.604694,-0.534204
-0.534204,0.361169
0.361169,-0.564144
-0.564144,-0.89806
-0.89806,-1.76801
-0.89806,-1.76801
-0.442103,-0.860221
-0.860221,-0.132359
-0.860221,-0.132359
-1.07894,0.359464
0.359464,0.575311
0.359464,0.575311
0.359464,0.575311
-0.603079,-1.04515
-1.04515,-0.322273
-0.322273,1.14894
1.14894,0.748052
1.14894,0.748052
-0.16975,0.371292
-0.16975,0.371292
-0.16975,0.371292
-0.122497,-0.608086
-0.608086,-0.881854
-0.608086,-0.881854
-0.608086,-0.881854
0.58635,-0.985479
-0.985479,-0.389607
-0.389607,0.452256
-0.389607,0.452256
-0.389607,0.452256
-0.149361,1.16604
-0.149361,1.16604
0.41063,0.391637
0.391637,-0.345908
0.391637,-0.345908
1.00374,2.00138
2.00138,1.44866
2.00138,1.44866
2.46866,2.60666
2.60666,1.67877
1.67877,2.65162
1.67877,2.65162
1.67877,2.65162
1.67877,2.65162
2.02453,3.04971
2.02453,3.04971
1.64168,0.737258
0.737258,-0.314835
-0.314835,-0.172089
-0.172089,-0.554434
-0.172089,-0.554434
-0.827192,-2.40363
-0.827192,-2.40363
-0.483521,-0.118109
-0.118109,0.571536
0.571536,1.03431
1.03431,1.17689
1.17689,0.195911
0.195911,0.778093
0.778093,-1.13798
-1.13798,-2.38333
-1.13798,-2.38333
0.473154,2.40107
0.473154,2.40107
1.82085,1.67837
1.82085,1.67837
0.795479,1.48098
0.795479,1.48098
-0.300376,0.319639
0.319639,1.0069
0.319639,1.0069
1.14504,-0.197971
1.14504,-0.197971
1.09019,2.13266
1.09019,2.13266
0.0446664,-1.18443
-1.18443,-0.890838
-0.890838,-1.58532
-1.58532,-0.401486
-0.401486,-0.732205
-0.401486,-0.732205
-0.401486,-0.732205
-0.401486,-0.732205
-0.401486,-0.732205
-0.167318,-0.47601
-0.47601,0.139267
0.139267,0.484383
0.484383,0.778025
0.484383,0.778025
-0.602888,-1.58238
-0.602888,-1.58238
-0.351378,0.197736
0.197736,0.344531
0.197736,0.344531
0.197736,0.344531
0.197736,0.344531
-0.217337,0.770653
0.770653,1.27078
0.770653,1.27078
1.58184,1.63543
1.63543,2.4749
2.4749,2.16135
2.4749,2.16135
2.4749,2.16135
2.07025,1.70745
2.07025,1.70745
0.938829,-0.97135
0.938829,-0.97135
0.938829,-0.97135
0.938829,-0.97135
0.938829,-0.97135
1.94802,0.54896
0.54896,2.09202
0.54896,2.09202
2.10933,2.01047
2.01047,2.19961
2.01047,2.19961
2.01047,2.19961
2.01047,2.19961
2.22039,3.41229
2.22039,3.41229
0.889947,0.483646
0.483646,0.792977
0.792977,1.50601
1.50601,-0.0922392
-0.0922392,-1.76157
-0.0922392,-1.76157
-0.0922392,-1.76157
-0.0922392,-1.76157
-0.658319,-0.0459019
-0.0459019,-2.24945
-0.0459019,-2.24945
0.507001,0.69728
0.69728,1.86608
0.69728,1.86608
0.0444065,-0.615373
-0.615373,-2.29359
-0.615373,-2.29359
0.215291,0.686528
0.686528,0.4728
0.4728,-0.224501
-0.224501,1.18117
1.18117,2.14964
2.14964,1.11984
1.11984,2.67966
1.11984,2.67966
-1.3161,-4.0392
-1.3161,-4.0392
-1.55043,-1.45892
-1.45892,-1.46712
-1.46712,-0.692798
-0.692798,-1.45048
-1.45048,-0.628831
-0.628831,0.214529
0.214529,1.47416
0.214529,1.47416
0.214529,1.47416
0.214529,1.47416
0.214529,1.47416
0.214529,1.47416
-0.736565,-1.05715
-1.05715,-0.371027
-0.371027,0.259038
0.259038,-0.369504
0.259038,-0.369504
0.259038,-0.369504
-0.32044,-0.13133
-0.13133,-0.459036
-0.459036,-0.938523
-0.938523,0.222272
0.222272,0.737857
0.222272,0.737857
0.409491,-0.637197
0.409491,-0.637197
0.409491,-0.637197
0.540039,-1.47904
0.540039,-1.47904
0.540039,-1.47904
0.540039,-1.47904
-0.0614727,0.32119
0.32119,0.27794
0.27794,-0.837216
0.27794,-0.837216
-0.83848,-1.58845
-0.83848,-1.58845
-0.258196,0.830973
-0.258196,0.830973
0.792035,1.28258
0.792035,1.28258
0.792035,1.28258
-0.856241,-0.413443
-0.413443,1.70145
-0.413443,1.70145
-0.413443,1.70145
-0.277873,-0.113245
-0.277873,-0.113245
-1.07087,-0.980097
-0.980097,-0.977776
-0.980097,-0.977776
-0.346027,-0.827545
-0.346027,-0.827545
-0.346027,-0.827545
-0.346027,-0.827545
-0.240533,-0.346807
-0.346807,0.445456
0.445456,-1.05151
0.445456,-1.05151
0.445456,-1.05151
0.355544,-2.21204
0.355544,-2.21204
0.355544,-2.21204
-0.394102,0.197844
-0.394102,0.197844
-0.394102,0.197844
-1.03057,-0.844902
-0.844902,0.387122
-0.844902,0.387122
-0.844902,0.387122
-0.533335,-0.455284
-0.533335,-0.455284
-0.533335,-0.455284
-0.806139,0.627538
0.627538,0.726951
0.627538,0.726951
0.627538,0.726951
0.958685,1.88153
0.958685,1.88153
0.464205,-0.363291
-0.363291,-0.221465
-0.221465,-1.03348
-1.03348,-0.221006
-1.03348,-0.221006
-0.790966,-0.298526
-0.790966,-0.298526
-0.264887,-0.754403
-0.754403,0.131875
0.131875,-0.369012
-0.369012,-0.341612
-0.341612,1.22371
1.22371,2.00691
2.00691,1.46057
1.46057,1.48199
1.48199,1.74317
1.48199,1.74317
1.47671,2.03861
1.47671,2.03861
0.839852,2.42981
0.839852,2.42981
0.212185,-0.107186
-0.107186,-0.363795
-0.363795,-1.11128
-0.363795,-1.11128
-0.395761,-0.494562
-0.494562,-0.252911
-0.252911,-0.0654199
-0.252911,-0.0654199
-0.252911,-0.0654199
-0.252911,-0.0654199
-0.252911,-0.0654199
-0.252911,-0.0654199
-0.252911,-0.0654199
-0.252911,-0.0654199
-0.147432,-1.15303
-0.147432,-1.15303
0.124399,0.537978
0.537978,0.761282
0.761282,1.14515
1.14515,1.53339
1.53339,1.51063
1.53339,1.51063
1.84978,0.485838
0.485838,1.33299
1.33299,2.45879
1.33299,2.45879
0.557139,-0.751569
-0.751569,0.162305
-0.751569,0.162305
-0.751569,0.162305
0.320497,-0.251018
-0.251018,-1.04281
-0.251018,-1.04281
-0.251018,-1.04281
-0.251018,-1.04281
-0.686695,-1.30755
-0.686695,-1.30755
-0.978052,-0.343218
-0.343218,0.69802
-0.343218,0.69802
0.273945,0.227099
0.227099,0.41246
0.227099,0.41246
0.227099,0.41246
0.227099,0.41246
-0.275855,-0.119121
-0.275855,-0.119121
-0.275855,-0.119121
-0.275855,-0.119121
0.346925,2.49934
0.346925,2.49934
-1.94141,-0.448177
-0.448177,-1.18431
-0.448177,-1.18431
0.794649,1.8541
0.794649,1.8541
-0.469284,-0.468342
-0.468342,-2.97541
-0.468342,-2.97541
-0.468342,-2.97541
0.778403,0.539536
0.778403,0.539536
0.778403,0.539536
1.24934,2.05548
1.24934,2.05548
1.24934,2.05548
1.51968,1.60999
1.60999,2.08947
2.08947,2.08625
2.08625,1.69769
1.69769,1.42254
1.69769,1.42254
1.69769,1.42254
0.771869,-1.52596
-1.52596,-2.14615
-2.14615,-2.37289
-2.14615,-2.37289
-0.429775,-1.5281
-0.429775,-1.5281
0.0341816,-1.06976
-1.06976,-1.11493
